file,length,cluster
./data\five\five-045.json,1.9686333333333335,66
./data\five\five-052.json,3.1698333333333335,66
./data\five\five-080.json,4.170833333333333,66
./data\six\six-001.json,3.4367666666666667,67
./data\five\five-037.json,3.4034,68
./data\five\five-051.json,0.9342666666666667,68
./data\eight\eight-004.json,1.8685333333333334,69
./data\eight\eight-006.json,2.3023000000000002,69
./data\eight\eight-108.json,2.0353666666666665,69
./data\five\five-033.json,3.069733333333333,69
./data\six\six-015.json,3.8705333333333334,69
./data\six\six-025.json,2.736066666666667,69
./data\six\six-038.json,1.8018,69
./data\six\six-059.json,2.469133333333333,69
./data\six\six-083.json,1.4014,69
./data\six\six-086.json,4.1041,69
./data\fifteen\fifteen-016.json,3.069733333333333,70
./data\six\six-009.json,1.9352666666666667,70
./data\six\six-020.json,0.5672333333333334,70
./data\six\six-040.json,1.1344666666666667,70
./data\six\six-043.json,3.1031,70
./data\six\six-091.json,0.8341666666666667,70
./data\six\six-098.json,2.9029000000000003,70
./data\five\five-016.json,2.469133333333333,71
./data\eight\eight-059.json,4.137466666666667,72
./data\eight\eight-064.json,3.336666666666667,72
./data\eight\eight-065.json,2.0687333333333333,72
./data\eight\eight-083.json,3.6036,72
./data\eight\eight-084.json,2.0687333333333333,72
./data\fourteen\fourteen-002.json,3.2699333333333334,72
./data\tweleve\tweleve-002.json,3.2699333333333334,72
./data\six\six-032.json,2.0353666666666665,73
./data\six\six-033.json,1.4014,73
./data\six\six-035.json,1.4347666666666667,73
./data\six\six-037.json,1.5348666666666666,73
./data\six\six-047.json,0.7674333333333333,73
./data\six\six-049.json,0.9009,73
./data\six\six-064.json,1.2679333333333334,73
./data\six\six-070.json,0.5672333333333334,73
./data\six\six-072.json,3.7370666666666668,73
./data\eight\eight-131.json,1.5348666666666666,74
./data\six\six-028.json,0.9676333333333333,75
./data\six\six-071.json,0.6006,75
./data\six\six-017.json,1.2679333333333334,76
./data\eight\eight-041.json,0.8341666666666667,77
./data\eight\eight-049.json,1.0010000000000001,77
./data\eight\eight-052.json,2.4024,77
./data\six\six-013.json,2.2689333333333335,78
./data\six\six-021.json,0.8008000000000001,78
./data\six\six-045.json,0.9009,78
./data\six\six-051.json,1.3013000000000001,78
./data\six\six-052.json,1.6016000000000001,78
./data\six\six-053.json,0.9676333333333333,78
./data\six\six-055.json,3.6036,78
./data\six\six-078.json,1.4014,78
./data\six\six-079.json,1.8351666666666666,78
./data\six\six-097.json,2.9696333333333333,78
./data\eight\eight-081.json,3.4367666666666667,79
./data\six\six-003.json,3.069733333333333,79
./data\two\two-047.json,0.6339666666666667,80
./data\eight\eight-032.json,2.0353666666666665,81
./data\six\six-094.json,2.1021,81
./data\five\five-005.json,3.636966666666667,82
./data\five\five-012.json,3.636966666666667,82
./data\five\five-055.json,4.137466666666667,82
./data\five\five-057.json,2.3690333333333333,82
./data\five\five-068.json,0.5338666666666667,82
./data\eight\eight-010.json,1.1011,83
./data\eight\eight-011.json,2.736066666666667,83
./data\eight\eight-021.json,0.5005000000000001,83
./data\eight\eight-025.json,0.8008000000000001,83
./data\eight\eight-043.json,3.8705333333333334,83
./data\eight\eight-074.json,2.2355666666666667,83
./data\eight\eight-116.json,0.7007,83
./data\eight\eight-119.json,2.2355666666666667,83
./data\eight\eight-127.json,0.9342666666666667,84
./data\six\six-034.json,0.6006,85
./data\six\six-050.json,1.9352666666666667,85
./data\six\six-063.json,1.5015,85
./data\five\five-007.json,2.469133333333333,86
./data\five\five-034.json,1.4014,86
./data\five\five-059.json,3.6703333333333332,87
./data\five\five-064.json,1.8351666666666666,87
./data\five\five-081.json,1.2345666666666666,88
./data\two\two-041.json,0.7007,88
./data\eight\eight-009.json,1.1011,89
./data\eight\eight-019.json,1.6349666666666667,89
./data\eight\eight-023.json,2.9362666666666666,89
./data\eight\eight-031.json,2.3356666666666666,89
./data\eight\eight-033.json,0.6006,89
./data\eight\eight-046.json,1.8018,89
./data\eight\eight-072.json,0.8675333333333334,89
./data\eight\eight-090.json,2.1021,89
./data\eight\eight-095.json,2.2689333333333335,89
./data\eight\eight-114.json,1.1011,89
